symbol='MAINIDX', expiryDate='27JUL23', strike='19350', option='PE', LTP=71510, LTQ=50, totalTradedVolume=50, bestBid=70840, bestAsk=71990, bestBidQty=150, bestAskQty=200, openInterest=1850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472982, prevClosePrice=8550, prevOpenInterest=8200
symbol='MAINIDX', expiryDate='28DEC23', strike='17000', option='CE', LTP=219385, LTQ=50, totalTradedVolume=50, bestBid=218930, bestAsk=220900, bestBidQty=50, bestAskQty=150, openInterest=178200, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473498, prevClosePrice=1900, prevOpenInterest=600
symbol='MAINIDX', expiryDate='28DEC23', strike='21000', option='CE', LTP=9315, LTQ=100, totalTradedVolume=100, bestBid=9240, bestAsk=9390, bestBidQty=50, bestAskQty=50, openInterest=324950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473499, prevClosePrice=19050, prevOpenInterest=7250
symbol='FINANCIALS', expiryDate='11JUL23', strike='18300', option='PE', LTP=3200, LTQ=0, totalTradedVolume=0, bestBid=3200, bestAsk=3200, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473500, prevClosePrice=19080, prevOpenInterest=12560
symbol='MAINIDX', expiryDate='13JUL23', strike='18900', option='CE', LTP=2655, LTQ=1000, totalTradedVolume=1000, bestBid=2650, bestAsk=2665, bestBidQty=5600, bestAskQty=1200, openInterest=611300, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473501, prevClosePrice=190950, prevOpenInterest=55400
symbol='MAINIDX', expiryDate='28SEP23', strike='17000', option='PE', LTP=4200, LTQ=0, totalTradedVolume=0, bestBid=4125, bestAsk=4270, bestBidQty=50, bestAskQty=50, openInterest=299600, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473502, prevClosePrice=19150, prevOpenInterest=7450
symbol='ALLBANKS', expiryDate='27JUL23', strike='44900', option='PE', LTP=104055, LTQ=0, totalTradedVolume=0, bestBid=100750, bestAsk=101080, bestBidQty=150, bestAskQty=150, openInterest=8925, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473503, prevClosePrice=19175, prevOpenInterest=4700
symbol='ALLBANKS', expiryDate='06JUL23', strike='43800', option='CE', LTP=41540, LTQ=112800, totalTradedVolume=112800, bestBid=41545, bestAsk=41615, bestBidQty=25, bestAskQty=150, openInterest=1050975, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473504, prevClosePrice=191875, prevOpenInterest=163850
symbol='ALLBANKS', expiryDate='27JUL23', strike='44300', option='PE', LTP=64615, LTQ=450, totalTradedVolume=450, bestBid=64350, bestAsk=64575, bestBidQty=250, bestAskQty=50, openInterest=37200, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473505, prevClosePrice=19225, prevOpenInterest=8775
symbol='ALLBANKS', expiryDate='13JUL23', strike='43800', option='CE', LTP=56670, LTQ=575, totalTradedVolume=575, bestBid=56845, bestAsk=57070, bestBidQty=50, bestAskQty=700, openInterest=41675, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473506, prevClosePrice=19250, prevOpenInterest=19350
symbol='ALLBANKS', expiryDate='06JUL23', strike='43300', option='PE', LTP=6380, LTQ=96525, totalTradedVolume=96525, bestBid=6385, bestAsk=6400, bestBidQty=50, bestAskQty=500, openInterest=942500, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473507, prevClosePrice=192575, prevOpenInterest=77325
symbol='MAINIDX', expiryDate='06JUL23', strike='19400', option='PE', LTP=79910, LTQ=0, totalTradedVolume=0, bestBid=81645, bestAsk=82125, bestBidQty=1900, bestAskQty=100, openInterest=3500, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473508, prevClosePrice=19300, prevOpenInterest=19400
symbol='MAINIDX', expiryDate='06JUL23', strike='20100', option='CE', LTP=75, LTQ=200, totalTradedVolume=200, bestBid=75, bestAsk=80, bestBidQty=79800, bestAskQty=23200, openInterest=458750, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473509, prevClosePrice=1933400, prevOpenInterest=173050
symbol='MAINIDX', expiryDate='06JUL23', strike='17000', option='PE', LTP=140, LTQ=41000, totalTradedVolume=41000, bestBid=135, bestAsk=140, bestBidQty=41200, bestAskQty=53850, openInterest=2476400, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473510, prevClosePrice=1935550, prevOpenInterest=294400
symbol='ALLBANKS', expiryDate='27JUL23', strike='41200', option='PE', LTP=4420, LTQ=50, totalTradedVolume=50, bestBid=4305, bestAsk=4355, bestBidQty=250, bestAskQty=50, openInterest=9275, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473511, prevClosePrice=19400, prevOpenInterest=7350
symbol='MAINIDX', expiryDate='24JUN27', strike='19000', option='PE', LTP=120000, LTQ=0, totalTradedVolume=0, bestBid=120000, bestAsk=120000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473512, prevClosePrice=1950, prevOpenInterest=0
symbol='ALLBANKS', expiryDate='31AUG23', strike='43200', option='CE', LTP=152920, LTQ=0, totalTradedVolume=0, bestBid=146120, bestAsk=154975, bestBidQty=15, bestAskQty=15, openInterest=1245, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473513, prevClosePrice=1950, prevOpenInterest=1860
symbol='MAINIDX', expiryDate='27JUN24', strike='18500', option='CE', LTP=160100, LTQ=0, totalTradedVolume=0, bestBid=160100, bestAsk=160100, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473514, prevClosePrice=1950, prevOpenInterest=50
symbol='MAINIDX', expiryDate='31AUG23', strike='18600', option='PE', LTP=24675, LTQ=0, totalTradedVolume=0, bestBid=24210, bestAsk=24305, bestBidQty=200, bestAskQty=50, openInterest=184650, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473515, prevClosePrice=19500, prevOpenInterest=17450
symbol='MAINIDX', expiryDate='13JUL23', strike='18050', option='CE', LTP=55254, LTQ=0, totalTradedVolume=0, bestBid=56760, bestAsk=57370, bestBidQty=300, bestAskQty=450, openInterest=2550, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473516, prevClosePrice=19500, prevOpenInterest=5000
symbol='ALLBANKS', expiryDate='27JUL23', strike='49500', option='CE', LTP=1085, LTQ=0, totalTradedVolume=0, bestBid=1050, bestAsk=1090, bestBidQty=200, bestAskQty=100, openInterest=36975, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473517, prevClosePrice=19600, prevOpenInterest=10225
symbol='ALLBANKS', expiryDate='31AUG23', strike='47000', option='PE', LTP=297185, LTQ=0, totalTradedVolume=0, bestBid=274940, bestAsk=283635, bestBidQty=15, bestAskQty=30, openInterest=855, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473518, prevClosePrice=1965, prevOpenInterest=2370
symbol='MAINIDX', expiryDate='27JUL23', strike='18100', option='CE', LTP=58370, LTQ=100, totalTradedVolume=100, bestBid=59115, bestAsk=59325, bestBidQty=200, bestAskQty=150, openInterest=233150, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473519, prevClosePrice=19650, prevOpenInterest=9600
symbol='MAINIDX', expiryDate='06JUL23', strike='19300', option='CE', LTP=175, LTQ=11050, totalTradedVolume=11050, bestBid=170, bestAsk=175, bestBidQty=89500, bestAskQty=109600, openInterest=2641250, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473520, prevClosePrice=1969150, prevOpenInterest=307800
symbol='ALLBANKS', expiryDate='27JUL23', strike='45900', option='CE', LTP=6445, LTQ=300, totalTradedVolume=300, bestBid=6509, bestAsk=6570, bestBidQty=25, bestAskQty=1050, openInterest=17275, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473521, prevClosePrice=19700, prevOpenInterest=7600
symbol='ALLBANKS', expiryDate='27JUL23', strike='45500', option='CE', LTP=11390, LTQ=1850, totalTradedVolume=1850, bestBid=11405, bestAsk=11465, bestBidQty=50, bestAskQty=1225, openInterest=622425, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473522, prevClosePrice=19725, prevOpenInterest=24700
symbol='ALLBANKS', expiryDate='20JUL23', strike='43800', option='CE', LTP=72005, LTQ=0, totalTradedVolume=0, bestBid=65995, bestAsk=68740, bestBidQty=150, bestAskQty=75, openInterest=400, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473523, prevClosePrice=1975, prevOpenInterest=575
symbol='ALLBANKS', expiryDate='28SEP23', strike='44500', option='PE', LTP=118890, LTQ=15, totalTradedVolume=15, bestBid=111170, bestAsk=118780, bestBidQty=15, bestAskQty=15, openInterest=1410, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473524, prevClosePrice=1980, prevOpenInterest=390
symbol='MAINIDX', expiryDate='06JUL23', strike='19600', option='PE', LTP=105495, LTQ=0, totalTradedVolume=0, bestBid=101180, bestAsk=102145, bestBidQty=4650, bestAskQty=50, openInterest=1700, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473525, prevClosePrice=19950, prevOpenInterest=19900
symbol='ALLBANKS', expiryDate='06JUL23', strike='46000', option='PE', LTP=196000, LTQ=250, totalTradedVolume=250, bestBid=195375, bestAsk=195935, bestBidQty=125, bestAskQty=25, openInterest=13825, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473526, prevClosePrice=19975, prevOpenInterest=14675
symbol='MAINIDX', expiryDate='26OCT23', strike='15000', option='CE', LTP=375000, LTQ=0, totalTradedVolume=0, bestBid=375000, bestAsk=375000, bestBidQty=0, bestAskQty=0, openInterest=1150, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473527, prevClosePrice=200, prevOpenInterest=150
symbol='FINANCIALS', expiryDate='25JUL23', strike='19600', option='PE', LTP=32450, LTQ=0, totalTradedVolume=0, bestBid=23005, bestAsk=32645, bestBidQty=80, bestAskQty=40, openInterest=480, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473528, prevClosePrice=200, prevOpenInterest=160
symbol='MAINIDX', expiryDate='25DEC25', strike='22000', option='CE', LTP=136000, LTQ=0, totalTradedVolume=0, bestBid=136000, bestAsk=136000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473529, prevClosePrice=2000, prevOpenInterest=0
symbol='MAINIDX', expiryDate='25DEC25', strike='23000', option='CE', LTP=117000, LTQ=0, totalTradedVolume=0, bestBid=117000, bestAsk=117000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473530, prevClosePrice=2000, prevOpenInterest=0
symbol='MAINIDX', expiryDate='28DEC23', strike='11000', option='PE', LTP=625, LTQ=0, totalTradedVolume=0, bestBid=625, bestAsk=625, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473531, prevClosePrice=2000, prevOpenInterest=0
symbol='MAINIDX', expiryDate='31DEC26', strike='20000', option='PE', LTP=152500, LTQ=0, totalTradedVolume=0, bestBid=152500, bestAsk=152500, bestBidQty=0, bestAskQty=0, openInterest=1750, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473532, prevClosePrice=2000, prevOpenInterest=150
symbol='ALLBANKS', expiryDate='20JUL23', strike='43000', option='CE', LTP=125750, LTQ=125, totalTradedVolume=125, bestBid=125709, bestAsk=127720, bestBidQty=100, bestAskQty=100, openInterest=1625, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473533, prevClosePrice=2000, prevOpenInterest=1925
symbol='FINANCIALS', expiryDate='04JUL23', strike='18750', option='PE', LTP=185, LTQ=40200, totalTradedVolume=40200, bestBid=190, bestAsk=195, bestBidQty=1160, bestAskQty=11800, openInterest=482480, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473534, prevClosePrice=200560, prevOpenInterest=92080
symbol='FINANCIALS', expiryDate='04JUL23', strike='18000', option='PE', LTP=65, LTQ=200, totalTradedVolume=200, bestBid=65, bestAsk=70, bestBidQty=8880, bestAskQty=12560, openInterest=496960, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473535, prevClosePrice=2006960, prevOpenInterest=138200
symbol='MAINIDX', expiryDate='06JUL23', strike='17500', option='CE', LTP=108375, LTQ=0, totalTradedVolume=0, bestBid=108055, bestAsk=108290, bestBidQty=350, bestAskQty=350, openInterest=42850, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473536, prevClosePrice=20150, prevOpenInterest=17250
symbol='MAINIDX', expiryDate='31AUG23', strike='18200', option='PE', LTP=12460, LTQ=800, totalTradedVolume=800, bestBid=12215, bestAsk=12285, bestBidQty=100, bestAskQty=50, openInterest=340000, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473537, prevClosePrice=20200, prevOpenInterest=16350
symbol='MAINIDX', expiryDate='31AUG23', strike='18500', option='CE', LTP=42865, LTQ=250, totalTradedVolume=250, bestBid=42905, bestAsk=43080, bestBidQty=100, bestAskQty=100, openInterest=276950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473538, prevClosePrice=20250, prevOpenInterest=17800
symbol='ALLBANKS', expiryDate='13JUL23', strike='41500', option='PE', LTP=1660, LTQ=300, totalTradedVolume=300, bestBid=1650, bestAsk=1664, bestBidQty=125, bestAskQty=2425, openInterest=45600, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473539, prevClosePrice=20275, prevOpenInterest=13800
symbol='MAINIDX', expiryDate='31AUG23', strike='19200', option='CE', LTP=9695, LTQ=250, totalTradedVolume=250, bestBid=9700, bestAsk=9780, bestBidQty=100, bestAskQty=100, openInterest=108950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473540, prevClosePrice=20400, prevOpenInterest=19450
symbol='MAINIDX', expiryDate='20JUL23', strike='19700', option='CE', LTP=425, LTQ=0, totalTradedVolume=0, bestBid=425, bestAsk=425, bestBidQty=0, bestAskQty=0, openInterest=750, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473541, prevClosePrice=20400, prevOpenInterest=7700
symbol='FINANCIALS', expiryDate='04JUL23', strike='20000', option='CE', LTP=135, LTQ=9760, totalTradedVolume=9760, bestBid=130, bestAsk=135, bestBidQty=69320, bestAskQty=36880, openInterest=3646560, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473542, prevClosePrice=2040720, prevOpenInterest=374000
symbol='ALLBANKS', expiryDate='06JUL23', strike='46900', option='CE', LTP=500, LTQ=6750, totalTradedVolume=6750, bestBid=495, bestAsk=500, bestBidQty=1125, bestAskQty=600, openInterest=60575, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473543, prevClosePrice=204725, prevOpenInterest=16650
symbol='ALLBANKS', expiryDate='06JUL23', strike='45800', option='PE', LTP=160890, LTQ=0, totalTradedVolume=0, bestBid=168775, bestAsk=180380, bestBidQty=25, bestAskQty=750, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473544, prevClosePrice=20475, prevOpenInterest=14225
symbol='MAINIDX', expiryDate='27JUN24', strike='20000', option='CE', LTP=32000, LTQ=0, totalTradedVolume=0, bestBid=32000, bestAsk=0, bestBidQty=150, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473545, prevClosePrice=2050, prevOpenInterest=0
symbol='MAINIDX', expiryDate='26DEC24', strike='19000', option='CE', LTP=178500, LTQ=0, totalTradedVolume=0, bestBid=179005, bestAsk=181400, bestBidQty=50, bestAskQty=50, openInterest=6650, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473546, prevClosePrice=2050, prevOpenInterest=150
symbol='MAINIDX', expiryDate='28MAR24', strike='19000', option='CE', LTP=138500, LTQ=0, totalTradedVolume=0, bestBid=33625, bestAsk=259000, bestBidQty=100, bestAskQty=300, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473547, prevClosePrice=2050, prevOpenInterest=300
symbol='MAINIDX', expiryDate='28SEP23', strike='18900', option='PE', LTP=41550, LTQ=0, totalTradedVolume=0, bestBid=41675, bestAsk=42695, bestBidQty=50, bestAskQty=50, openInterest=6950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473548, prevClosePrice=2050, prevOpenInterest=3600
symbol='ALLBANKS', expiryDate='13JUL23', strike='42500', option='PE', LTP=5035, LTQ=4250, totalTradedVolume=4250, bestBid=4985, bestAsk=5005, bestBidQty=75, bestAskQty=25, openInterest=76575, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473549, prevClosePrice=20500, prevOpenInterest=17750
symbol='MAINIDX', expiryDate='26OCT23', strike='16000', option='PE', LTP=3365, LTQ=0, totalTradedVolume=0, bestBid=3335, bestAsk=3379, bestBidQty=50, bestAskQty=50, openInterest=454700, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473550, prevClosePrice=20550, prevOpenInterest=16050
symbol='ALLBANKS', expiryDate='13JUL23', strike='44500', option='PE', LTP=62260, LTQ=1025, totalTradedVolume=1025, bestBid=61885, bestAsk=62140, bestBidQty=50, bestAskQty=425, openInterest=16275, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473551, prevClosePrice=20650, prevOpenInterest=18800
symbol='ALLBANKS', expiryDate='31AUG23', strike='44300', option='CE', LTP=83000, LTQ=0, totalTradedVolume=0, bestBid=82770, bestAsk=83800, bestBidQty=15, bestAskQty=600, openInterest=2040, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473552, prevClosePrice=2070, prevOpenInterest=1350
symbol='ALLBANKS', expiryDate='31AUG23', strike='41500', option='PE', LTP=17750, LTQ=0, totalTradedVolume=0, bestBid=17435, bestAsk=17660, bestBidQty=15, bestAskQty=45, openInterest=26295, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473553, prevClosePrice=2070, prevOpenInterest=1365
symbol='MAINIDX', expiryDate='20JUL23', strike='18900', option='CE', LTP=4955, LTQ=0, totalTradedVolume=0, bestBid=4975, bestAsk=5205, bestBidQty=900, bestAskQty=100, openInterest=5700, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473554, prevClosePrice=20800, prevOpenInterest=9300
symbol='ALLBANKS', expiryDate='13JUL23', strike='44200', option='PE', LTP=45230, LTQ=925, totalTradedVolume=925, bestBid=44760, bestAsk=44935, bestBidQty=100, bestAskQty=75, openInterest=26025, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473555, prevClosePrice=20825, prevOpenInterest=18750
symbol='ALLBANKS', expiryDate='13JUL23', strike='43100', option='PE', LTP=11025, LTQ=725, totalTradedVolume=725, bestBid=10920, bestAsk=10990, bestBidQty=1850, bestAskQty=25, openInterest=22325, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473556, prevClosePrice=20875, prevOpenInterest=14575
symbol='MAINIDX', expiryDate='31AUG23', strike='16600', option='PE', LTP=1500, LTQ=0, totalTradedVolume=0, bestBid=1215, bestAsk=1390, bestBidQty=50, bestAskQty=50, openInterest=8850, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473557, prevClosePrice=20900, prevOpenInterest=10850
symbol='MAINIDX', expiryDate='27JUL23', strike='16850', option='PE', LTP=670, LTQ=0, totalTradedVolume=0, bestBid=655, bestAsk=755, bestBidQty=50, bestAskQty=50, openInterest=3500, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473558, prevClosePrice=20900, prevOpenInterest=3650
symbol='MAINIDX', expiryDate='25JUN26', strike='16000', option='PE', LTP=31485, LTQ=0, totalTradedVolume=0, bestBid=31485, bestAsk=31485, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473559, prevClosePrice=2100, prevOpenInterest=0
symbol='MAINIDX', expiryDate='26DEC24', strike='17000', option='PE', LTP=38680, LTQ=0, totalTradedVolume=0, bestBid=37750, bestAsk=38495, bestBidQty=50, bestAskQty=50, openInterest=6950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473560, prevClosePrice=2100, prevOpenInterest=400
symbol='ALLBANKS', expiryDate='13JUL23', strike='43700', option='CE', LTP=62510, LTQ=150, totalTradedVolume=150, bestBid=63454, bestAsk=63690, bestBidQty=50, bestAskQty=25, openInterest=16050, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473561, prevClosePrice=21075, prevOpenInterest=17225
symbol='ALLBANKS', expiryDate='27JUL23', strike='39900', option='PE', LTP=2595, LTQ=25, totalTradedVolume=25, bestBid=2550, bestAsk=2585, bestBidQty=50, bestAskQty=25, openInterest=9950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473562, prevClosePrice=21075, prevOpenInterest=6575
symbol='MAINIDX', expiryDate='26OCT23', strike='20000', option='CE', LTP=10000, LTQ=0, totalTradedVolume=0, bestBid=9805, bestAsk=9890, bestBidQty=100, bestAskQty=50, openInterest=255050, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473563, prevClosePrice=21100, prevOpenInterest=9300
symbol='MAINIDX', expiryDate='27JUL23', strike='20100', option='CE', LTP=405, LTQ=0, totalTradedVolume=0, bestBid=360, bestAsk=440, bestBidQty=50, bestAskQty=50, openInterest=9950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473564, prevClosePrice=21150, prevOpenInterest=13150
symbol='MAINIDX', expiryDate='20JUL23', strike='19750', option='CE', LTP=340, LTQ=0, totalTradedVolume=0, bestBid=340, bestAsk=340, bestBidQty=0, bestAskQty=0, openInterest=9450, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473565, prevClosePrice=21150, prevOpenInterest=17100
symbol='FINANCIALS', expiryDate='04JUL23', strike='20900', option='CE', LTP=50, LTQ=1840, totalTradedVolume=1840, bestBid=45, bestAsk=50, bestBidQty=4200, bestAskQty=2160, openInterest=101720, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473566, prevClosePrice=211800, prevOpenInterest=126680
symbol='ALLBANKS', expiryDate='27JUL23', strike='45000', option='PE', LTP=108800, LTQ=425, totalTradedVolume=425, bestBid=108055, bestAsk=108350, bestBidQty=150, bestAskQty=75, openInterest=182650, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473567, prevClosePrice=21225, prevOpenInterest=12975
symbol='ALLBANKS', expiryDate='06JUL23', strike='43400', option='PE', LTP=7759, LTQ=127725, totalTradedVolume=127725, bestBid=7759, bestAsk=7775, bestBidQty=425, bestAskQty=50, openInterest=946850, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473568, prevClosePrice=212350, prevOpenInterest=77400
symbol='FINANCIALS', expiryDate='04JUL23', strike='18250', option='PE', LTP=85, LTQ=200, totalTradedVolume=200, bestBid=85, bestAsk=90, bestBidQty=2280, bestAskQty=10440, openInterest=16240, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473569, prevClosePrice=212360, prevOpenInterest=149560
symbol='ALLBANKS', expiryDate='06JUL23', strike='49000', option='CE', LTP=310, LTQ=1550, totalTradedVolume=1550, bestBid=305, bestAsk=310, bestBidQty=300, bestAskQty=2600, openInterest=244675, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473570, prevClosePrice=212925, prevOpenInterest=36025
symbol='ALLBANKS', expiryDate='28SEP23', strike='44000', option='CE', LTP=134795, LTQ=150, totalTradedVolume=150, bestBid=133195, bestAsk=136585, bestBidQty=15, bestAskQty=15, openInterest=6750, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473571, prevClosePrice=2130, prevOpenInterest=1485
symbol='MAINIDX', expiryDate='06JUL23', strike='16750', option='PE', LTP=120, LTQ=0, totalTradedVolume=0, bestBid=120, bestAsk=125, bestBidQty=11800, bestAskQty=8150, openInterest=59050, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473572, prevClosePrice=214200, prevOpenInterest=53000
symbol='ALLBANKS', expiryDate='13JUL23', strike='43200', option='PE', LTP=12605, LTQ=825, totalTradedVolume=825, bestBid=12475, bestAsk=12550, bestBidQty=850, bestAskQty=25, openInterest=36750, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473573, prevClosePrice=21425, prevOpenInterest=20875
symbol='MAINIDX', expiryDate='30DEC27', strike='20000', option='PE', LTP=154000, LTQ=0, totalTradedVolume=0, bestBid=154000, bestAsk=154000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473574, prevClosePrice=2150, prevOpenInterest=50
symbol='MAINIDX', expiryDate='20JUL23', strike='17850', option='PE', LTP=1600, LTQ=0, totalTradedVolume=0, bestBid=1600, bestAsk=1600, bestBidQty=0, bestAskQty=0, openInterest=1950, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473575, prevClosePrice=21500, prevOpenInterest=7000
symbol='ALLBANKS', expiryDate='27JUL23', strike='43500', option='CE', LTP=94880, LTQ=500, totalTradedVolume=500, bestBid=95620, bestAsk=95850, bestBidQty=25, bestAskQty=25, openInterest=297800, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473576, prevClosePrice=21575, prevOpenInterest=12975
symbol='ALLBANKS', expiryDate='28SEP23', strike='38000', option='PE', LTP=8100, LTQ=0, totalTradedVolume=0, bestBid=6755, bestAsk=7500, bestBidQty=15, bestAskQty=15, openInterest=405, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473577, prevClosePrice=2160, prevOpenInterest=255
symbol='ALLBANKS', expiryDate='06JUL23', strike='37500', option='PE', LTP=290, LTQ=100, totalTradedVolume=100, bestBid=285, bestAsk=295, bestBidQty=2225, bestAskQty=3550, openInterest=75300, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473578, prevClosePrice=216275, prevOpenInterest=11425
symbol='MAINIDX', expiryDate='20JUL23', strike='19650', option='CE', LTP=400, LTQ=0, totalTradedVolume=0, bestBid=400, bestAsk=400, bestBidQty=0, bestAskQty=0, openInterest=2350, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473579, prevClosePrice=21650, prevOpenInterest=11750
symbol='ALLBANKS', expiryDate='27JUL23', strike='39500', option='PE', LTP=2255, LTQ=175, totalTradedVolume=175, bestBid=2245, bestAsk=2280, bestBidQty=150, bestAskQty=125, openInterest=228225, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473580, prevClosePrice=21675, prevOpenInterest=7200
symbol='ALLBANKS', expiryDate='26OCT23', strike='45000', option='CE', LTP=105100, LTQ=0, totalTradedVolume=0, bestBid=99635, bestAsk=105965, bestBidQty=25, bestAskQty=25, openInterest=15350, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473581, prevClosePrice=2175, prevOpenInterest=450
symbol='FINANCIALS', expiryDate='04JUL23', strike='18350', option='PE', LTP=100, LTQ=1640, totalTradedVolume=1640, bestBid=95, bestAsk=100, bestBidQty=8760, bestAskQty=12320, openInterest=42520, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473582, prevClosePrice=218200, prevOpenInterest=146040
symbol='ALLBANKS', expiryDate='27JUL23', strike='41900', option='PE', LTP=7659, LTQ=0, totalTradedVolume=0, bestBid=7355, bestAsk=7425, bestBidQty=900, bestAskQty=1025, openInterest=11675, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473583, prevClosePrice=21850, prevOpenInterest=10875
symbol='ALLBANKS', expiryDate='13JUL23', strike='43600', option='CE', LTP=69070, LTQ=0, totalTradedVolume=0, bestBid=70400, bestAsk=70710, bestBidQty=275, bestAskQty=275, openInterest=9525, timestamp=Sun Jul 02 20:57:25 IST 2023, sequence=473584, prevClosePrice=21850, prevOpenInterest=11475
